#Table1
ra,dec,z
235.72062,-1.4104649,0.03221728
240.24649,-0.34422823,0.03223878
218.61963,-1.2661413,0.03223959
245.08664,1.2284296,0.03223962
151.44636,-1.1805702,0.03225636
210.00454,0.84312408,0.03225998
150.93109,0.70469435,0.03229077
239.84325,0.11795192,0.03229691
220.91472,2.2165148,0.0323001
149.9512,1.0951262,0.03230694
217.72679,1.2776416,0.032307
149.38896,1.7018862,0.03232479
190.73658,2.3319778,0.0323276
237.49807,0.20195461,0.03234003
199.50553,-0.30189499,0.03234835
208.26076,-0.23844494,0.03234868
238.99764,2.3716886,0.0323596
207.69446,2.3069634,0.03237267
226.42761,0.68278559,0.03237775
211.25647,-0.25427239,0.03239046
150.5026,0.33074555,0.0324094
221.81033,2.1079435,0.0324153
149.38568,1.6759526,0.03241539
239.81112,0.45447619,0.03242368
245.42335,1.0483201,0.03242692
238.23097,0.71802069,0.03243349
158.70464,0.59256107,0.03245551
211.17391,1.4613068,0.03245895
150.71701,0.068748223,0.03245946
235.64297,-1.3261329,0.03245983
207.71246,2.3273586,0.03246644
239.11886,0.74858446,0.03247265
190.43671,2.0895888,0.03247521
185.18526,1.3656781,0.03247955
211.28889,-0.29432141,0.03248152
239.25874,0.21483516,0.03248272
213.11399,-0.85377503,0.03248601
210.76184,-1.0946433,0.03249278
239.16225,0.35113624,0.03249471
151.53761,1.4649686,0.0325004
156.66471,1.039416,0.03250088
249.79757,0.90281205,0.03250279
158.31342,0.00084278358,0.03250533
209.6723,0.25148997,0.03251072
208.11732,1.94504,0.03252093
150.13205,0.54897864,0.03252227
149.98211,1.1106445,0.03252251
241.35219,1.2165617,0.03252814
236.75985,-0.1033165,0.03252864
153.30236,2.326621,0.03252872
208.0465,2.0992001,0.03253217
131.4271,2.3560517,0.03253741
240.12155,0.15508328,0.03254654
187.0269,1.5740853,0.03255285
213.05367,-0.84637936,0.03255538
150.14048,0.85607999,0.03256777
208.33822,2.0529284,0.03257483
222.19018,2.0792962,0.03258326
151.68393,1.1298379,0.03258915
187.07188,-1.1158314,0.03258956
237.34485,-0.087224417,0.03260085
208.06851,2.0998197,0.03260209
208.12137,1.9171597,0.03261514
239.10758,0.47318174,0.03263752
236.79724,0.40691536,0.03263894
226.69003,1.0027746,0.03264282
235.59835,-1.2749655,0.03264327
150.301,-0.006601762,0.03264355
150.29836,0.22565207,0.03264382
237.24017,0.51949146,0.03264903
149.99403,0.4804419,0.03265744
202.19918,1.1894879,0.03266014
150.359,0.082449834,0.03266715
222.00743,1.9368497,0.03269175
150.62006,0.33323868,0.03270039
150.31918,-0.030709698,0.03270648
151.30742,0.4750305,0.03271956
152.7699,1.2184015,0.0327211
154.57799,-0.79795272,0.03272314
149.2899,-1.1391807,0.03273103
150.23171,0.086507759,0.03274609
149.13946,1.8492162,0.03275108
172.52765,-1.2781971,0.03275491
156.78154,1.4928972,0.03275921
151.16135,0.42022509,0.03275921
239.28439,1.0870556,0.03276557
240.33776,0.45627878,0.03276656
209.7563,0.24123198,0.03277201
211.03128,1.2949912,0.03278397
237.29089,0.21559494,0.03278711
198.8402,1.3116039,0.03279721
149.41266,1.4004274,0.03279782
237.71933,0.40134971,0.03279805
209.69179,0.02277336,0.03281121
236.22124,0.35414888,0.03281321
206.33983,2.4289256,0.03281725
211.26211,-0.25140925,0.03281746
237.39219,0.13600459,0.03282416
149.55485,-0.67151591,0.03282471
187.12673,2.1084761,0.03282777
150.47062,-0.12517918,0.03283051
241.49926,-0.47054076,0.03283135
149.60534,-0.3370553,0.03283368
152.30677,0.32177787,0.03283598
149.36379,1.8724941,0.0328408
209.84218,0.20659572,0.03284724
236.80926,1.5231292,0.03286333
236.88159,0.34449461,0.03287794
243.51008,1.0527776,0.03289048
226.57287,0.25418358,0.03289844
149.2931,-1.0909123,0.03289981
150.06597,0.51724897,0.03290574
150.49028,-0.1171181,0.03290842
190.60729,1.3990464,0.03291294
149.99716,0.63820881,0.03291777
148.61772,2.3941445,0.03292574
249.66306,-0.73285872,0.03292699
205.48082,2.0803319,0.03293182
186.24329,0.40736822,0.0329398
149.45645,-0.21093188,0.03294319
210.41509,1.1645214,0.03294869
220.6905,1.2931935,0.03296006
206.51433,2.2266172,0.03297799
152.13042,0.35665617,0.03297864
154.36277,-0.49559152,0.0329841
238.01569,0.96337451,0.03298539
206.56114,1.4792775,0.0329905
242.91368,0.87653761,0.03299446
153.41562,0.65355088,0.03299528
236.29678,0.2376259,0.03300161
149.39062,1.6589459,0.03300235
236.05571,-1.3793433,0.03301414
207.72316,2.3235216,0.03302085
209.91493,0.5943582,0.03303818
210.0695,1.7413726,0.03304962
206.47598,2.2506552,0.03305202
190.69828,1.3781609,0.03305421
207.76482,2.3382377,0.03306054
221.62526,1.4736873,0.03306203
206.69661,2.1200447,0.03306566
203.26878,1.9423225,0.03306623
157.8964,-0.94013717,0.03306643
149.61426,-0.42008804,0.03307227
152.77503,1.2254738,0.03307562
226.63401,1.2381165,0.03307973
222.2385,2.2742884,0.03308285
158.02211,-0.7099955,0.03308398
156.83996,2.4796859,0.03309613
241.64755,-1.1965141,0.03310981
150.44232,-0.21109708,0.03312969
247.78005,0.89017322,0.03313043
223.56218,1.0862949,0.033144
236.07171,2.1118564,0.03314847
152.77183,1.2240949,0.03315181
181.28999,-0.74762907,0.03315561
236.09175,2.0469631,0.03315638
226.74009,0.067638355,0.03315733
242.28641,-1.0519594,0.03315954
149.13941,1.8358403,0.03316575
150.08477,0.50597453,0.03316718
209.67985,0.31955851,0.03319905
150.44122,-0.15450632,0.03320398
150.39058,0.44874703,0.0332075
237.32009,0.32444273,0.03321263
220.59838,0.90798002,0.03321811
220.83886,1.3409066,0.03322146
211.38677,1.4100511,0.03322256
153.31006,-0.77817069,0.03322666
150.12978,0.7589614,0.03323909
191.41543,1.8944895,0.03324053
198.77533,1.8603084,0.03325202
219.77977,0.50864358,0.03325611
236.22177,0.40435088,0.03326639
236.77596,0.34773077,0.0332742
205.51533,1.5286014,0.03328604
156.91484,2.444167,0.03329497
198.84029,1.3135959,0.03329979
166.4211,-0.87614873,0.03331094
210.34856,0.96141464,0.0333208
154.98552,-0.38280427,0.03332726
221.37004,1.8901415,0.03333978
152.02016,-0.38987908,0.03334356
199.37708,0.20886078,0.03336366
241.57709,-1.1173882,0.03336414
153.33803,-0.8219594,0.03336682
220.44323,0.92049341,0.0333711
150.10153,0.70459403,0.03337267
207.91703,2.0445014,0.03337487
219.63677,0.41709185,0.03339099
224.72674,1.0859687,0.0334097
153.69121,-0.33934021,0.03341235
237.39911,0.4268912,0.03341673
151.98505,0.2721735,0.03342812
198.94437,1.3486727,0.03343591
236.87637,0.42535958,0.03344275
156.77845,2.2055279,0.03344474
154.95499,-0.31510891,0.03344677
154.53129,-0.815991,0.03344886
151.89223,0.27724718,0.03345294
154.95594,1.2435585,0.03345598
220.64183,0.97886581,0.03345936
218.26598,-1.4022033,0.03346248
217.69556,2.3413398,0.03347035
199.49823,-0.29530027,0.03347733
165.74061,-0.96209487,0.0334835
166.28839,-0.79695882,0.03349381
181.69376,-0.27371477,0.03349548
185.50339,0.31503249,0.03349871
151.7278,-1.233126,0.03349962
235.55894,-1.2290266,0.03350199
206.15869,0.8196151,0.03350861
153.63083,-0.25946474,0.03351018
205.47335,2.2076541,0.03352169
237.79943,0.29734318,0.03353775
155.02005,1.2670372,0.03356139
220.69835,1.7209206,0.03356741
208.06513,2.1027277,0.03358513
205.47005,1.8262575,0.03358689
226.642,-1.0121416,0.03359735
221.71193,1.8519241,0.0336115
134.76491,1.6282454,0.03361356
220.67761,1.3197775,0.03361586
219.60498,-0.18891937,0.03361663
155.5681,0.15442005,0.03361765
184.84231,0.74548343,0.03362488
204.2805,2.1318785,0.033626
205.46337,2.0760961,0.03364392
237.17914,-0.070198347,0.03365153
199.4937,-0.3119817,0.03366574
150.37373,0.25716732,0.03367543
150.62846,0.30728894,0.03367684
155.63074,0.69304681,0.03367727
221.2461,0.41084321,0.03368096
226.93896,2.041293,0.03368226
199.49313,-0.31091827,0.03368619
219.67913,-0.0077422444,0.03369356
235.84036,1.3131747,0.03369457
235.97337,-0.3623484,0.03371388
165.59373,-0.81434165,0.03372591
234.56816,1.1744026,0.03372931
166.33952,-0.83456598,0.03373685
221.84569,2.0613084,0.03373871
154.42481,-0.58422409,0.03373883
221.49037,1.6943203,0.03375145
184.96473,0.81032724,0.03375179
154.47414,-0.61480551,0.03375299
154.00872,-0.2513289,0.03375706
207.99404,1.9219149,0.03375909
221.74438,1.8398419,0.0337663
209.76753,0.23241381,0.03376773
221.25094,1.4085435,0.03377519
227.02855,2.4317307,0.03377539
221.98393,1.7984182,0.03377684
205.4749,2.0791696,0.03378116
217.79351,2.4018043,0.03379207
151.96925,0.30330421,0.03379481
217.67638,1.881444,0.03379562
154.57295,-0.72536607,0.03381977
220.78246,1.1000211,0.03382631
200.01814,-0.74100193,0.03384244
217.2432,1.9514266,0.03385134
221.19718,1.6232778,0.03385376
184.51375,-0.010419475,0.03386848
221.01455,3.807674E-05,0.03386968
228.0633,-1.0807798,0.03387914
199.49269,-0.31415873,0.03387971
221.86543,1.9181198,0.03390952
222.24593,2.3147324,0.03391309
241.69725,-1.1016528,0.03391345
156.72126,0.14206635,0.03392197
204.62735,2.369825,0.03392414
184.37666,-0.23196202,0.03393133
217.53494,1.6895853,0.03393456
217.1816,1.6891613,0.03396585
151.00909,-0.34292988,0.03396715
158.19854,-0.20475826,0.03397743
220.74027,1.7545642,0.03398392
156.76579,-0.58637991,0.03399407
156.2079,1.6882698,0.03399552
217.15398,2.1669688,0.0339995
132.35194,1.3850238,0.03400593
229.65279,-1.1832449,0.03401118
154.27904,-0.17563641,0.03401261
158.2423,-0.23285955,0.03404677
223.71385,2.4006744,0.03409382
218.33731,0.83730208,0.03411444
200.44366,0.21533554,0.03411936
149.00828,0.77001324,0.03412346
223.62169,2.2877201,0.03413159
161.386,2.1390123,0.03415215
218.13437,0.77149525,0.03415633
210.29338,1.6633925,0.0341664
226.72699,0.18314413,0.03419047
200.03663,-1.0563827,0.03420196
207.72869,2.3443612,0.03421284
150.28953,0.58652514,0.03422084
233.5161,2.2104899,0.03422359
156.68534,2.3669905,0.03422911
217.63638,1.8533049,0.03423558
229.36383,0.11941262,0.03423896
132.34201,1.4226024,0.03424177
203.15102,-0.38944384,0.03424437
182.63408,-1.3142488,0.0342493
222.26069,2.4364321,0.03424975
210.7768,0.27262896,0.03425529
217.31719,1.9958479,0.03426138
224.08068,1.5837153,0.03426297
158.18105,2.2036091,0.03427636
156.43787,1.4369974,0.03427892
182.6582,-1.3373358,0.03428935
221.02719,-0.0058517229,0.03429344
220.03722,0.90753997,0.03433127
219.80138,0.9453377,0.03434044
198.87812,2.0697709,0.03436721
215.9925,-1.1284068,0.03436774
220.18235,1.0337562,0.03437203
155.22322,-0.81758195,0.03437237
150.64775,-0.067609023,0.03437575
203.35957,-0.043978901,0.03439873
203.24709,-0.34537014,0.03440157
221.89541,-0.51579364,0.03441172
217.55201,0.33354607,0.03442752
221.83194,-0.95751399,0.0344313
156.78395,0.9656361,0.03443834
203.1619,0.87047116,0.03443846
222.2268,0.46285512,0.03443914
132.34244,1.4012839,0.03444238
217.29903,-0.23758887,0.03448118
156.20971,-0.89526469,0.03448598
224.56138,2.1144827,0.03448707
150.29948,0.32932078,0.03448851
203.85836,0.13268246,0.03448889
227.25439,-0.16587407,0.0345208
157.17812,-0.1445646,0.03452292
148.55901,0.6423603,0.03453521
148.52474,0.65054949,0.03454532
198.83981,1.9275559,0.03455445
218.85559,0.33433494,0.03455789
222.70627,-1.2432825,0.03456193
154.69306,-0.45788716,0.03456711
156.72749,-0.54149707,0.03457265
222.16558,0.44777786,0.03457854
237.26194,0.25981,0.03458255
184.6864,-0.81826358,0.03459887
148.64297,0.69178339,0.03460572
148.89918,0.70034673,0.03461061
218.04676,0.40050719,0.03463031
149.05682,0.75387361,0.03463108
200.46629,0.13936869,0.03465883
159.52151,1.745097,0.03466093
148.55894,0.63831949,0.03467124
149.1391,0.59698579,0.03467486
211.81609,1.0649946,0.03467643
198.89631,1.8395406,0.03470573
132.7204,1.2501147,0.03471375
224.13713,1.5604736,0.03471412
219.2504,0.56475485,0.03472417
133.31942,2.243025,0.03472622
211.82818,1.2819505,0.03474642
148.5246,0.65194527,0.03477428
242.10632,-1.2147038,0.03480103
147.45678,1.0925697,0.03480157
132.61309,1.0441212,0.03480369
224.57346,1.822747,0.03482154
156.84137,-0.66670821,0.03482692
229.10433,0.70805129,0.03483004
225.4049,2.2472973,0.03484267
223.3689,0.83399219,0.03486632
182.5745,-0.51788212,0.03486705
223.71556,0.088679546,0.0348701
182.13044,0.1365033,0.03487337
213.37614,2.167641,0.03487436
209.70269,0.32483958,0.03488885
148.80048,1.7608901,0.03489523
222.95166,-0.96307826,0.03490061
226.5233,-0.64178809,0.03491157
227.89295,0.78342009,0.0349257
200.0371,0.72758703,0.03493595
157.46935,-0.17436728,0.03494354
159.32497,1.161974,0.03494634
224.12241,1.1634009,0.03495155
217.29077,-0.35167238,0.03497078
182.0063,0.46969658,0.03497285
183.21095,-0.83700198,0.0349818
224.0462,0.44727066,0.03498629
157.444,0.1455754,0.03501128
161.84843,2.1281083,0.0350142
149.55064,0.23722537,0.03502265
156.14977,-0.8629714,0.03505792
183.01232,-0.60835186,0.03506929
226.72857,0.18631982,0.03507327
226.85671,0.65573932,0.03509209
217.68676,-0.79862283,0.03509942
225.35227,2.4663146,0.03510373
218.06809,0.37972498,0.03510662
182.89696,-0.69955704,0.0351093
226.69984,0.50776437,0.03511012
224.01471,-0.61567066,0.0351117
159.15559,1.0783553,0.03511519
226.45103,-0.70345641,0.03511947
226.99709,1.2317371,0.03512064
148.54249,0.60547208,0.03512238
197.64018,1.5121973,0.03512452
131.73222,2.4048153,0.03512616
182.3318,-0.52745432,0.03512749
225.33809,1.6370643,0.0351285
182.4712,-0.015985386,0.03513367
217.36246,-0.2089387,0.03515251
159.53665,1.7870716,0.03515716
146.01687,0.71680772,0.03516901
216.69281,-1.118887,0.03518345
183.01382,-0.60602836,0.03519248
227.08557,1.2088086,0.03519269
224.28659,2.0442122,0.0352058
221.84632,2.095855,0.03522786
133.28981,2.246421,0.03523773
164.38711,1.6214072,0.03525226
226.93982,1.217383,0.03525302
157.32993,-0.69570955,0.03525358
209.18652,2.4371165,0.03525559
227.05768,0.51453848,0.0352582
167.7789,2.4800046,0.03525849
218.87499,0.41367984,0.03527383
183.11341,-0.29713319,0.03528344
225.69684,2.2031629,0.0352842
227.04521,1.2461526,0.03529524
240.44594,0.098044983,0.03529574
227.04075,1.2493488,0.03530599
217.84483,0.29533839,0.03530677
224.10634,0.86354344,0.03533277
192.10663,0.58360268,0.03533626
146.81044,2.083967,0.03533643
235.02386,1.9336313,0.03535082
224.28622,2.0343433,0.03535098
225.14541,1.6893329,0.03535375
225.34999,1.656949,0.0353558
183.00182,-0.37208038,0.0353776
180.37723,-1.4361283,0.03538197
149.41685,0.00042866106,0.03540421
225.21492,2.4200273,0.0354062
182.11872,0.16357377,0.0354113
149.06118,0.10304762,0.03541203
180.25114,-1.3894819,0.03541545
167.38005,2.4422166,0.03542149
167.70215,2.4718438,0.03542538
226.75827,0.22308055,0.03542913
235.07121,1.9803102,0.03542942
240.92244,0.83679128,0.03544167
149.91718,-0.74347471,0.0354549
221.22859,1.0397481,0.03545528
149.041,0.32583021,0.03545549
226.44527,-0.71491108,0.03545786
148.92474,0.22252607,0.03546179
167.55749,2.3396469,0.03546648
162.27623,2.2241458,0.0354887
225.21067,1.3377312,0.03549857
218.05118,0.2232286,0.03551723
167.40206,2.4105199,0.0355189
148.24725,0.50288721,0.03552244
225.27347,0.53045206,0.03552287
225.72786,1.1074951,0.03554999
164.7709,1.8810909,0.03555986
164.70868,1.558613,0.03556102
240.13676,0.49859076,0.03556547
147.00427,2.0198455,0.03556561
226.83675,-0.12064085,0.03557758
224.28763,2.034859,0.03560953
154.42,-0.44650319,0.03561282
200.18153,-1.4539672,0.03561635
179.9635,-0.85866863,0.03565402
197.74426,1.1451442,0.03567892
133.05531,1.4995216,0.03568026
227.54045,1.7540482,0.03570965
200.18052,-1.4521723,0.03571226
221.86926,1.0258203,0.03575529
225.20918,0.4329914,0.03575706
196.12102,1.3304714,0.03578071
179.96186,-1.3812021,0.03579158
183.34343,0.48045347,0.03579888
146.7517,-0.40839151,0.03580831
222.09437,1.2120629,0.03585255
199.15973,1.6976777,0.03586502
166.9145,2.1564561,0.0358713
159.02341,-0.51885429,0.03587253
233.52856,1.0002227,0.0358752
145.39106,-0.41559587,0.03587863
218.47828,-0.41119072,0.03588079
199.08826,1.6148438,0.0359304
200.62485,2.1289544,0.03593806
215.5132,0.86207777,0.03595384
198.31114,0.27388741,0.03596194
234.52617,2.1441493,0.03597815
125.91525,-0.16994898,0.03598616
145.26678,2.2108976,0.03599632
199.07751,2.0052521,0.0360021
225.2845,0.51420926,0.03600679
162.82437,1.7476355,0.03604817
156.18002,-0.88031095,0.03607096
218.06244,-1.1729491,0.03608093
159.12849,-1.1886756,0.03608739
226.21313,-1.1054812,0.03610019
146.08981,0.65983497,0.03610206
163.17579,2.3787654,0.03612712
142.68819,2.0161382,0.03613222
146.02091,0.7335569,0.03617733
200.69598,2.1715726,0.03618091
179.40258,1.1407905,0.03620356
147.39152,-0.24981181,0.03620402
183.55202,-0.45065603,0.03622593
214.6921,-0.063708325,0.03622841
199.25624,1.7720154,0.03622931
234.20244,2.3555848,0.03623216
198.92995,-0.47166034,0.03627155
200.19384,2.2700293,0.03627566
202.04986,0.098532565,0.03627707
199.27064,1.8279763,0.0362903
145.31587,1.8996966,0.03629326
217.93074,-1.2388219,0.03633904
225.40862,-0.50963874,0.03634867
145.96966,0.83091776,0.03635695
199.75483,1.878953,0.03636889
136.26636,0.93342198,0.03637451
214.56875,-0.3787199,0.03637756
227.85588,1.6856337,0.03638847
201.79431,0.73381072,0.03639635
199.27238,1.8266802,0.03640609
148.64485,0.63228834,0.03640864
160.44369,-0.60057035,0.03641907
146.32958,-0.30622363,0.03645184
166.30039,2.45701,0.03645594
201.90897,0.44855942,0.03647168
227.36227,-1.2760438,0.03647864
178.99671,-1.0003166,0.03648656
163.36455,1.7606548,0.03652265
225.90666,-0.39224088,0.03652861
227.54648,-1.2463153,0.03653381
147.48496,-0.23136338,0.03653407
233.2418,0.44074179,0.03656447
147.36287,-0.32793275,0.036578
163.5301,2.1612093,0.03659117
142.90324,1.988894,0.03660105
232.79293,-1.4042109,0.0366118
180.89626,-0.040360833,0.03661502
228.05274,0.22945252,0.03662616
199.25877,1.8055697,0.03663217
163.33319,2.0828704,0.03663459
233.01543,-0.26460063,0.03664904
182.55194,0.38433649,0.03664962
202.33892,-0.63255823,0.03666505
165.63043,-1.1298197,0.03667171
221.01291,1.738312,0.03668176
228.62333,2.4553103,0.03668297
233.09397,1.0027522,0.03669591
142.65461,1.9956767,0.03669661
147.46024,-0.30102857,0.03669893
145.72946,0.12689565,0.03669919
135.62115,0.70969837,0.03672502
146.05733,-0.097030167,0.03673035
228.27544,2.1026998,0.03675315
144.18062,2.0179662,0.03678606
141.02018,2.1215783,0.03679658
146.8965,0.5474319,0.03680339
147.80929,-0.72849148,0.03680692
144.20351,-0.38794501,0.03680759
233.17511,1.0358901,0.03681529
214.08206,-1.4216636,0.03682072
132.57563,0.059411034,0.03682305
164.16571,2.4279956,0.03683766
229.4437,-0.77608796,0.03683984
232.92499,-1.3934458,0.03684402
227.65968,-1.4422829,0.03685256
220.44869,1.129602,0.03685638
198.90802,1.7755118,0.03687532
228.19134,-1.195363,0.03688883
217.30666,1.0717938,0.03689209
225.95646,-0.92998342,0.03689335
217.27625,0.96418787,0.03689371
219.56877,-0.34973752,0.03689807
132.38664,-0.083599669,0.03693151
161.51448,-1.0942312,0.03694027
226.2704,-1.1097149,0.03695014
233.29347,0.49075427,0.03696278
199.28966,2.3411622,0.03696281
219.18094,-0.56703519,0.03699495
229.93213,-0.60772418,0.0370101
199.51455,-0.06241329,0.03701136
232.96326,1.9027621,0.03701225
221.21718,0.3658091,0.03702575
230.3189,-1.3866869,0.03703824
233.67846,-0.91200307,0.03703872
147.8307,-0.17603576,0.03704123
233.15168,-0.80816968,0.03705697
164.77538,1.7224208,0.03705868
227.8544,1.5757263,0.0370778
229.97143,-0.67510757,0.03710405
157.81949,-0.67018532,0.03710879
182.20694,1.1918203,0.03711182
229.4521,-1.4261451,0.03711186
233.25964,0.41993911,0.0371129
228.52498,-0.67330983,0.0371196
225.80342,-0.93721966,0.03712127
227.84717,1.6982987,0.03712168
244.6202,-1.2087834,0.03713626
147.86931,-0.56269163,0.0371546
230.01607,-0.96745138,0.03715774
232.96002,-1.1856664,0.03716421
220.1224,0.58409814,0.03717615
229.4649,-0.79317849,0.03718474
233.4717,1.716633,0.03719734
144.89775,2.3119475,0.03720244
164.04718,1.3056308,0.03720916
227.88688,1.7820398,0.03721
139.93549,2.1272232,0.03721091
226.06272,-1.0518912,0.03721606
144.93859,2.2731471,0.03722517
162.70942,-0.75961315,0.03723248
239.6267,0.22696154,0.03723677
229.48538,-0.91874312,0.03724371
164.2551,1.7164937,0.03725401
168.31,-0.036658031,0.03726012
202.68118,-1.0804855,0.03726389
232.99457,-0.71250279,0.03726663
228.53721,-0.68902637,0.03726918
227.37021,1.0034177,0.03726973
228.6951,-0.19980648,0.03727139
229.3505,-0.72650201,0.03727186
228.85795,2.390027,0.0372731
147.65921,-1.0037984,0.03727411
228.884,1.774739,0.03727661
201.46964,1.0554721,0.03727833
233.26021,1.2017845,0.03730001
163.32974,1.0526373,0.03730441
162.88699,-1.0028922,0.03730522
181.78969,-1.2525617,0.03730837
229.69364,-0.33384471,0.03732303
232.07316,-0.12794392,0.03732826
229.16229,-0.040587284,0.0373337
130.26049,0.39589608,0.03734398
232.74019,0.97770261,0.03734957
146.25172,0.506149,0.03735736
139.68161,1.3947529,0.03736193
230.94629,-0.63972443,0.03737487
148.59379,-1.2570639,0.03738691
128.63273,0.19505592,0.03738855
227.88604,1.5176532,0.03738983
217.13184,1.1275035,0.03739513
197.61484,1.6932891,0.03742019
165.55709,1.5199406,0.03742896
163.6087,0.66373778,0.03743362
181.99998,1.3959337,0.03743411
230.97553,0.3490012,0.03743947
166.39695,-0.16301177,0.03745212
146.01225,0.76563817,0.0374546
233.41316,0.71966184,0.0374554
229.70372,-0.16238239,0.03747829
233.30893,0.4983481,0.03748205
201.22388,2.1595331,0.03748783
162.51064,0.38253874,0.03750507
233.40006,1.3945322,0.03750553
228.70963,0.93785488,0.03750645
229.75009,0.21788638,0.0375066
164.12345,1.6489918,0.03751142
233.3138,0.22595165,0.0375134
163.29867,0.68898537,0.03753402
233.7097,2.0906377,0.03754127
228.29097,1.9844364,0.03754204
232.09698,-0.088375292,0.03754547
164.35502,1.5912861,0.03754757
162.68572,0.44573192,0.03755532
162.73436,-0.79789964,0.03755802
202.5795,-0.87065135,0.03756302
228.73756,1.1879214,0.03758476
162.67768,0.93052098,0.03759082
228.23848,1.7701927,0.03759732
136.30768,1.8947086,0.03759783
164.25727,1.5679972,0.03759951
228.80701,1.0927032,0.03761581
233.54967,1.7885037,0.03762527
208.69445,-0.67411533,0.03762654
234.09445,-0.75364642,0.03763003
227.06525,-0.92677684,0.03763059
162.63017,-0.79767291,0.03763325
232.07328,-0.13208279,0.03763708
158.61225,2.2980207,0.03764755
162.49743,0.35328685,0.03764759
158.72802,2.4826511,0.03765547
164.24747,1.5929678,0.03767407
232.79104,2.315808,0.03768155
162.65328,-0.83108198,0.03768215
199.16383,-0.96687512,0.03768533
139.0541,0.69935723,0.03768939
234.18839,-0.82554959,0.03769142
233.51568,0.096445845,0.03769352
231.84856,-0.25210837,0.03769721
228.8768,1.9010293,0.03770936
228.3689,-0.096804132,0.03771064
167.68081,1.2277447,0.03771402
233.36029,0.52054312,0.03774762
232.88117,-0.61207011,0.03775897
229.01693,1.6223994,0.03776488
219.19748,-0.75950542,0.03776548
158.83558,2.3558486,0.03776785
227.37579,-0.77116755,0.03777028
166.75196,0.17285676,0.03777069
213.55486,-0.89440061,0.03777667
232.97695,-0.10688195,0.03777701
164.23589,1.9373342,0.03779751
165.44025,1.2474077,0.03779984
227.24118,-0.70467711,0.03780224
227.56353,0.70349698,0.03780246
161.96359,-0.63162305,0.03781608
161.80424,0.20443708,0.03782057
164.52821,1.7315777,0.03782418
162.90092,0.17800526,0.03782655
162.44008,-0.83892943,0.0378281
165.58217,-0.20655301,0.03784388
228.09444,1.8144243,0.03785169
233.24195,0.71071426,0.03786535
224.71126,-1.3206978,0.03786834
164.8797,1.7404878,0.0378722
229.17666,1.2621463,0.03787401
128.80092,0.18669633,0.03787447
228.71546,0.69983898,0.03787635
163.02329,0.28991019,0.03787675
168.3276,0.037082419,0.03789052
162.62766,0.99035156,0.03789517
167.70874,1.2089637,0.03789678
232.06725,-0.10534978,0.03789909
162.88429,0.25729931,0.03789995
165.6114,-0.16709457,0.03790334
227.93945,1.3792676,0.03790589
164.66181,1.6620751,0.03791012
224.91478,-1.3684753,0.03792116
221.35564,0.23453453,0.03794028
232.07475,-0.13485767,0.0379505
232.68816,-0.36985043,0.03795296
164.33471,1.8249121,0.03795801
216.17928,1.2052128,0.03795922
164.33779,2.0392209,0.0379783
139.25051,0.8440632,0.03800882
145.99263,0.78807767,0.03801033
164.65401,1.4214387,0.03801163
165.61581,-0.28398029,0.03801814
162.28948,-0.9085465,0.03804233
213.78576,-0.78299015,0.03804237
167.47221,0.96805256,0.03804589
216.15682,1.1705937,0.03804979
164.2963,1.6557016,0.0380653
164.12939,0.55886399,0.03806753
163.80254,-0.2141335,0.03807046
162.47245,-0.39296897,0.03807246
233.36368,2.0334349,0.03807284
163.91489,1.7847447,0.03807417
228.44119,2.1249526,0.03807664
227.84407,1.7161919,0.03807775
232.98184,1.0740634,0.03807929
162.71588,-0.90337531,0.03808302
160.73398,-1.0695353,0.03808925
219.2104,-0.62210158,0.03809347
162.91004,-1.1261567,0.03810253
162.69805,0.48244157,0.03810496
227.42673,-0.42022251,0.03812717
233.99489,-1.2614873,0.03812779
228.42165,2.0246075,0.03813052
163.9938,1.5465182,0.038138
227.89568,1.3660111,0.03814006
165.53023,1.7634369,0.03814163
220.84274,1.0981124,0.03814409
228.2526,2.0257272,0.03814764
165.15011,-0.01242447,0.03815033
227.6899,1.3789939,0.03815116
228.07979,2.2993058,0.03815359
231.34866,-0.70995825,0.0381603
163.40121,1.3511696,0.03816286
233.27236,0.0063959785,0.03816461
232.82204,-0.34623357,0.038165
164.71844,1.6693139,0.03817315
139.05735,0.70064079,0.0381741
221.1758,1.4496871,0.03818426
233.56596,-0.093490007,0.03819076
164.58803,1.7554213,0.03821025
202.07413,-1.4911266,0.0382189
228.08596,1.7840293,0.038219
228.42141,2.0251328,0.03823121
200.04489,2.2904442,0.03824716
166.69781,-0.92414782,0.03824842
161.49685,0.011219673,0.03825257
213.49563,-1.4268297,0.03825447
167.02945,-0.78922457,0.03825541
147.95439,1.062424,0.03826422
160.81051,-1.0873827,0.03826432
232.8584,2.1660911,0.03827415
164.13822,0.54568762,0.03828512
216.08082,1.1243778,0.03828513
162.90058,-1.0878652,0.03829499
164.3706,1.3131171,0.03830623
228.2917,2.2708283,0.03830966
164.63958,-0.95358921,0.03834352
163.25815,-0.092660555,0.03834658
218.90785,-1.0294385,0.03835317
184.5455,-0.16365721,0.03835765
165.42762,1.9039189,0.03835773
161.58263,-0.52831436,0.03836075
162.40637,-0.90711486,0.03836371
163.69377,1.8552003,0.03836623
227.80513,0.055370459,0.03837287
162.48469,0.53583438,0.03837442
226.91385,-0.10945628,0.0383857
213.75718,-0.86024204,0.03838747
